COMPANY_ID,IQ_BUSINESS_DESCRIPTION
108518404,"Immunome, Inc., a biotechnology company, develops targeted cancer therapies. The company�s clinical asset comprises AL102, an investigational gamma secretase inhibitor currently in evaluation in a Phase 3 trial for the treatment of desmoid tumors; and preclinical assets consist of IM-1021, a receptor tyrosine kinase-like orphan receptor 1 and antibody-drug conjugates, as well as IM-3050, a fibroblast activation protein targeted radioligand therapy; and IM-4320, an anti-IL-38 immunotherapy candidate. Immunome, Inc. was incorporated in 2006 and is based in Bothell, Washington."
678984547,"JBM (Healthcare) Limited, an investment holding company, engages in the manufacture, marketing, distribution, and sale of branded healthcare and wellness products in Hong Kong, Macau, Mainland China, and internationally. It operates through Branded Medicines, Proprietary Chinese Medicines, and Health and Wellness Products segments. The Branded Medicines segment develops, manufactures, and distributes branded medicines with chemical compounds as active ingredients. The Proprietary Chinese Medicines segment develops, manufactures, and distributes registered Chinese medicines composed of Chinese herbal medicines. The Health and Wellness Products segment distributes and sells supplements, medical consumables, and other non-pharmaceutical products for the general health and wellness of consumers. The company also offers consumer healthcare and proprietary Chinese medicines, such as over-the-counter medicines, and medicated and non-medicated solutions, as well as diagnostic devices. It is also involved in the trading, wholesaling, and retailing of Chinese medicines; trading of medical supplies and pharmaceutical products; and sale of healthcare and herbal products. The company was incorporated in 2020 and is headquartered in Kwun Tong, Hong Kong."
575024801,"Vitura Health Limited engages in the sale and distribution of medicinal cannabis products in Australia. It operates through two segments: Sales and Distribution; and Clinics and Services. The company operates CanView, an online platform that delivers prescribing, dispensing, and medication management solutions for alternative therapies; Doctors on Demand, a premier provider of on-demand virtual healthcare services; BHC, an alternative therapy distributor; CDA Clinics, which provides medicinal consultations and prescription services; and Cannadoc, a medicinal cannabis clinic that offers telehealth consultations. It also offers psychedelics under the Cortexa brand; and Adaya which provides hybrid formulations and Australian-cultivated products. The company was formerly known as Cronos Australia Limited and changed its name to Vitura Health Limited in February 2023. Vitura Health Limited was incorporated in 2018 and is based in South Yarra, Australia."
39510693,"Ascendis Pharma A/S, a biopharmaceutical company, focuses on developing therapies for unmet medical needs. It offers SKYTROFA for treating patients with growth hormone deficiency (GHD). The company is also developing a pipeline of three independent endocrinology rare disease product candidates in clinical development, as well as focuses on advancing oncology therapeutic candidates. The company was incorporated in 2006 and is headquartered in Hellerup, Denmark."
33542943,"China Animal Healthcare Ltd., an investment holding company, manufactures, sells, and distributes animal drugs in the People�s Republic of China. The company operates through three segments: Powdered Form Drugs, Injection Form Drugs, and Biological Drugs. It sells various treatment and non-treatment animal drugs for poultry and livestock under 14 proprietary product brand names. The company�s biological drugs consist of vaccines for swine fever, porcine reproductive and respiratory syndrome, and animal foot-and-mouth diseases. It also offers technical and support services to its customers; shares expertise in farming techniques and methodologies; and imparts knowledge relating to animal health and treatment of animal diseases. The company sells its products to poultry corporations, provincial veterinary stations, autonomous regions, and municipal cities; and a network of animal drug retailers, who in turn sell to the farmers. In addition, it is involved in the research, development, and manufacture of powder, pre-mix, and granules animal drugs; and animal feeds. Further, the company provides technical and consultation services relating to animal drugs; and transfers self developed techniques. China Animal Healthcare Ltd. was founded in 1996 and is based in Central, Hong Kong."
46099827,"Immune Design Corp., a clinical-stage immunotherapy company, focuses on cancer with in vivo approaches to enable the body�s immune system to fight disease. The company develops products based on its ZVex and GLAAS discovery platforms. Its lead product candidate is G100, a monotherapy and combination therapy that is in Phase II clinical trials for treating patients with follicular non-Hodgkin lymphoma. The company has collaboration and license agreements with Sanofi Pasteur. Immune Design Corp. was founded in 2008 and is headquartered in Seattle, Washington. As of April 2, 2019, Immune Design Corp. operates as a subsidiary of Merck Sharp & Dohme Corp. As of April 2, 2019, Immune Design Corp. operates as a subsidiary of Merck & Co., Inc."
135613,"Amgen Rockville, Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of antibody-based therapies for the treatment of cancer. Its product development pipeline includes novel antibodies generated with its proprietary BiTE antibody platform, as well as conventional monoclonal antibodies. The company�s lead product candidate blinatumomab, which is in Phase II clinical trials for the treatment of patients with acute lymphoblastic leukemia, as well as in Phase I clinical trials for the treatment of patients with non-Hodgkin�s lymphomas. It is also developing a BiTE antibody adecatumumab, which is in Phase II clinical trials; and MT110 and MT111, which are in Phase I clinical trial for the treatment of solid tumors. In addition, the company is developing other Phase I clinical trial products, such as MT203 for the treatment of various inflammatory and autoimmune diseases, such as rheumatoid arthritis, psoriasis, or multiple sclerosis; and MT228, a monoclonal antibody for the treatment of melanoma. Its products in preclinical stage comprise MT112 for the treatment of solid tumors; and other BiTE antibodies for the treatment of solid tumors and multiple myeloma. The company has collaborations with various pharmaceutical and biotechnology companies, including MedImmune, Bayer HealthCare Pharmaceuticals, Sanofi, Boehringer Ingelheim, Merck Serono, Nycomed, and Morphotek. Amgen Rockville, Inc. was formerly known as Micromet, Inc. and changed its name to Amgen Rockville, Inc. in April 2012. Amgen Rockville, Inc. is headquartered in Rockville, Maryland. As of March 6, 2012, Amgen Rockville, Inc. operates as a subsidiary of Amgen Inc."
9070579,"Relmada Therapeutics, Inc., a clinical-stage biotechnology company, focuses on developing various products for the treatment of central nervous system diseases (CNS) and other disorders in the United States. Its lead product candidate is Esmethadone (d-methadone, dextromethadone, and REL-1017), a N-methyl-D-aspartate receptor antagonist which is in phase 3 clinical trial for the adjunctive or monotherapy treatment of major depressive disorder. The company is headquartered in Coral Gables, Florida."
416409020,"As of November 3, 2023, Frequency Therapeutics, Inc. was acquired by Korro Bio, Inc., in a reverse merger transaction. Frequency Therapeutics, Inc., a clinical-stage biotechnology company, focuses on developing therapeutics to activate a person�s innate regenerative potential to restore function. Its Progenitor Cell Activation approach uses small molecules to activate progenitor cells within the body to create functional tissue. The company�s lead product candidate is FX-322, which is in Phase IIb clinical trial to treat the underlying cause of sensorineural hearing loss. It is also developing medicines for patients across a range of degenerative conditions, including multiple sclerosis, and diseases of the muscle, gastrointestinal tract, skin, and bone. The company has a license and collaboration agreement with Astellas Pharma Inc. for the development and commercialization of FX-322, as well as collaboration and licensing agreements with Massachusetts Eye and Ear, the Massachusetts Institute of Technology, and The Scripps Research Institute. Frequency Therapeutics, Inc. was incorporated in 2014 and is headquartered in Lexington, Massachusetts."
559411734,"Kronos Bio, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery and development of therapeutics for various cancer and other serious diseases in the United States. Its lead product candidates are KB-0742, an oral cyclin dependent kinase 9 inhibitor for the treatment of MYC-amplified solid tumors, which is in phase 2 clinical trial; and KB-9558, a core oncogenic transcription factor that drives multiple myeloma. The company was incorporated in 2017 and is headquartered in San Mateo, California."
1673028342,"Rallybio Corporation, a clinical-stage biotechnology company, engages in development and commercialization of life-transforming therapies for patients suffering from severe and rare diseases. Its lead product candidate is RLYB212, a monoclonal anti-HPA-1a antibody that has completed Phase I clinical trial for the prevention of fetal and neonatal alloimmune thrombocytopenia (FNAIT); and RLYB211 for the prevention of FNAIT. The company is also developing RLYB114, a pegylated complement factor 5 (C5)-targeted Affibody molecule in preclinical development for the treatment of complement-mediated ophthalmic diseases; RLYB116, an inhibitor of complement component 5 (C5) to treat several diseases of complement dysregulation which has completed phase 1 trial; and RLYB331, a preclinical antibody, for the treatment of severe anemia with ineffective erythropoiesis and iron overload. It entered into a strategic alliance with AbCellera to discover, develop, and commercialize novel antibody-based therapeutics for rare diseases. Rallybio has collaboration with Exscientia for the development of small molecule therapeutics for rare diseases; and collaboration agreement with Johnson & Johnson to provide pregnant individuals therapeutic solutions at risk of fetal and neonatal alloimmune thrombocytopenia. The company was founded in 2018 and is headquartered in New Haven, Connecticut."
24929296,"Merus N.V., a clinical-stage immuno-oncology company, engages in the development of antibody therapeutics in the Netherlands. Its bispecific antibody candidate pipeline includes Zenocutuzumab (MCLA-128), which is in a phase 2 clinical trials for the treatment of patients with metastatic breast cancer and castration-resistant prostate cancer, as well as in Phase 1/2 clinical trials for the treatment of solid tumors that harbor Neuregulin 1. The company is also developing MCLA-158, which is in a phase I clinical trial for the treatment of solid tumors; MCLA-145, which is in phase 1 clinical trials for the treatment of solid tumors; MCLA-129, which is in phase 1/2 clinical trials for the treatment of patients with advanced non-small cell lung cancer and other solid tumors; and ONO-4685 that is Phase 1 clinical trial to treat relapsed/refractory T cell lymphoma. In addition, it has collaboration agreement with Betta Pharmaceuticals Co. Ltd for the research and development of stage bispecific antibody candidates include MCLA-129; collaboration with Incyte Corporation for the development of MCLA-145; and collaboration with Gilead Sciences, Inc. to discover novel antibody-based trispecific T-cell engagers. The company was incorporated in 2003 and is headquartered in Utrecht, the Netherlands."
419853,"Calliditas Therapeutics AB (publ), a commercial-stage bio-pharmaceutical company, focused on identifying, developing, and commercializing novel treatments in orphan indications with an initial focus on renal and hepatic diseases with significant unmet medical needs in the United States, Europe, and Asia. It offers Nefecon (TARPEYO/Kinpeygo), an oral formulation of budesonide to reduce the loss of kidney function in adults with immunoglobulin A nephropathy. The company�s lead compound is Setanaxib, a NOX inhibitor that is in Phase 2b clinical trial for the treatment of primary biliary cholangitis; and in Phase 2 clinical trial for the treatment of squamous cell carcinoma of the head and neck cancer and idiopathic pulmonary fibrosis, as well as for solid tumors and Alport Syndrome. Calliditas Therapeutics AB (publ) was incorporated in 2004 and is headquartered in Stockholm, Sweden. As of September 13, 2024, Calliditas Therapeutics AB (publ) operates as a subsidiary of Asahi Kasei Corporation."
687130,"Sanofi, a healthcare company, engages in the research, development, manufacture, and marketing of therapeutic solutions in the United States, Europe, Canada, and internationally. It operates through Pharmaceuticals, Vaccines, and Consumer Healthcare segments. The company provides specialty care, such as DUPIXENT, neurology and immunology, rare diseases, oncology, and rare blood disorders; medicines for diabetes and cardiovascular diseases; and established prescription products. In addition, it offers poliomyelitis, pertussis, and hib pediatric vaccines; influenza, booster, meningitis, and travel and endemic vaccines, which includes hepatitis A, typhoid, cholera, yellow fever, and rabies vaccines. The company also provides cough, cold, and flu, allergy, and pain care products, as well as physical, mental, and digestive wellness products; and offers products for itching, hydration, aging, cracking, overnight, and specialty skincare needs like eczema. Further, it has a collaboration and license agreement with Exscientia to develop up to 15 novel small-molecule for oncology and immunology; ABL Bio, Inc. to develop ABL301, a treatment for alpha-synucleinopathies; Blackstone Life Sciences to develop pivotal studies and clinical development program; and Seagen Inc. to design, develop, and commercialize antibody-drug conjugates for cancer. Additionally, the company has a collaboration agreement with IGM Biosciences, Inc. to develop, manufacture, and commercialize IgM antibody; Skyhawk Therapeutics, Inc to discover and develop novel small molecules; and Adagene Inc., for the discovery and development of antibody-based therapies. It also has collaborations with Scribe Therapeutics Inc. to develop genome editing technologies; and co-promotion service agreement with Provention Bio, Inc. for the commercialization of teplizumab. The company was formerly known as Sanofi-Aventis and changed its name to Sanofi in May 2011. Sanofi was incorporated in 1994 and is headquartered in Paris, France."
416930,"Keryx Biopharmaceuticals, Inc., a commercial stage biopharmaceutical company, focuses on providing medicines for patients with kidney disease in the United States. It markets its lead product Auryxia (ferric citrate), an orally available, absorbable, iron-based medicine for the control of serum phosphorus levels in patients with chronic kidney disease (CKD) on dialysis, as well as for the treatment of iron deficiency anemia in adults with CKD not on dialysis. The company has strategic alliances with Japan Tobacco Inc. and Torii Pharmaceutical Co., Ltd. for the development and commercialization of ferric citrate in Japan; and with Panion & BF Biotech, Inc. for the development and marketing of ferric citrate. Keryx Biopharmaceuticals, Inc. was founded in 1997 and is headquartered in Boston, Massachusetts. As of December 12, 2018, Keryx Biopharmaceuticals, Inc. operates as a subsidiary of Akebia Therapeutics, Inc."
2003650,"Amphastar Pharmaceuticals, Inc., a bio-pharmaceutical company, develops, manufactures, markets, and sells generic and proprietary injectable, inhalation, and intranasal products in the United States, China, and France. It offers BAQSIMI, a nasal spray for the treatment of severe hypoglycemia; Primatene Mist, an over-the-counter epinephrine inhalation product for the temporary relief of mild symptoms of intermittent asthma; Enoxaparin, to prevent and treat deep vein thrombosis; REXTOVY and Naloxone for opioid overdose; Glucagon for injection emergency kit; and Cortrosyn, for use as a diagnostic agent in the screening of patients with adrenocortical insufficiency. The company provides Amphadase, an injection to absorb and disperse other injected drugs; Epinephrine injection for allergic reactions; Lidocaine jelly, an anesthetic product for urological procedures; Lidocaine topical solution for various procedures; Phytonadione injection, a vitamin K1 injection for newborn babies; emergency syringe products; morphine injection for use with patient-controlled analgesia pumps; and Lorazepam injection for surgery and medical procedures. In addition, it offers Neostigmine methylsulfate injection to treat myasthenia gravis and to reverse the effects of muscle relaxants; Isoproterenol hydrochloride injection for mild or transient episodes of heart block; Ganirelix Acetate injection for the inhibition of premature luteinizing hormone surges; Vasopressin to increase blood pressure; and Regadenoson, a stress agent for radionuclide myocardial perfusion imaging. Further, the company distributes recombinant human insulin APIs and porcine insulin API. Additionally, it develops generic product candidates, such as injectable, inhalation, and analytical technologies; biosimial product candidates; and intranasal epinephrine for the treatment of allergic reactions. The company was founded in 1996 and is headquartered in Rancho Cucamonga, California."
117497706,"As of July 3, 2023, Nordic Nanovector ASA was acquired by Thor Medical AS, in a reverse merger transaction. Nordic Nanovector ASA, a biopharmaceutical company, develops therapeutics for hematological cancers in Norway. The company�s lead product candidate is Betalutin, a CD37-targeting radioimmunotherapy for the treatment of patients with non-hodgkin lymphoma. Its preclinical development products include Humalutin for treatment of non-Hodgkin�s lymphoma; Alpha37, a CD37-targeting radioimmunotherapy for treating chronic lymphatic leukemia; and Multiple fully humanized anti-CD37 antibodies for treatment of haematological cancers and autoimmune diseases. The company is also developing 89Zr-NNV003, a CD37-targeting companion PET diagnostic for detection and dosimetry of CD37 expressing tumors. The company has collaboration agreements with Orano Med; Paul Scherrer Institute; ArevaMed; LegoChem Bio; and Heidelberg Pharma. It also has a research collaboration with the University of Pennsylvania development of a CD37-targeting CAR-T in haematological cancers. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was incorporated in 2009 and is headquartered in Oslo, Norway."
370131860,"LENZ Therapeutics, Inc., a biopharmaceutical company, focuses on developing and commercializing therapies to improve vision in the United States. Its product candidates include LNZ100 and LNZ101 which are in Phase III clinical trials for the treatment of presbyopia. The company is headquartered in Del Mar, California."
25594,"BioCryst Pharmaceuticals, Inc., a biotechnology company, develops oral small-molecule and protein therapeutics to treat rare diseases. The company markets peramivir injection, an intravenous neuraminidase inhibitor for the treatment of acute uncomplicated influenza under the RAPIVAB, RAPIACTA, and PERAMIFLU names; and ORLADEYO, an oral serine protease inhibitor to treat hereditary angioedema. It is also developing BCX10013, an oral factor D inhibitor for complement-mediated diseases. The company has collaborations and in-license relationships with the Torii Pharmaceutical Co., Ltd.; Seqirus UK Limited; Shionogi & Co., Ltd.; Green Cross Corporation; National Institute of Allergy and Infectious Diseases; Biomedical Advanced Research and Development Authority; the U.S. Department of Health and Human Services; and The University of Alabama at Birmingham, as well as Albert Einstein College of Medicine of Yeshiva University and Industrial Research, Ltd. BioCryst Pharmaceuticals, Inc. was founded in 1986 and is headquartered in Durham, North Carolina."
385727,"Shire plc, a biotechnology company, researches, develops, licenses, manufactures, markets, distributes, and sells medicines for rare diseases and other specialized conditions worldwide. The company offers products in therapeutic areas, including hematology, genetic diseases, neuroscience, immunology, internal medicine, ophthalmology, and oncology. Its marketed products include ADVATE, ADYNOVATE/ADYNOVI, and OBIZUR for the treatment of hemophilia A; RIXUBIS to treat hemophilia B; VONVENDI for the treatment of von willebrand disease; FEIBA to treat hemophilia A and B patients with inhibitors; ELAPRASE to treat hunter syndrome; REPLAGAL for fabry disease; and VPRIV to treat type 1 Gaucher disease. The company�s marketed products also comprise VYVANSE/VENVANSE/ELVANSE/TYVENSE/VUXEN/ADUVANZ for the treatment of attention deficit/hyperactivity disorder (ADHD) and binge eating disorder; ADDERALL XR and MYDAYIS to treat ADHD; GAMMAGARD LIQUID/KIOVIG, GAMMAGARD S/D, HYQVIA, and CUVITRU for the treatment of primary immunodeficiency; and FLEXBUMIN to treat hypovolemia and hypoalbuminemia. In addition, its marketed products consists of CINRYZE and FIRAZYR for the treatment of hereditary angioedema; FOSRENOL to treat hyperphosphatemia; LIALDA/MEZAVANT and PENTASA for ulcerative colitis; GATTEX/REVESTIVE for the treatment of short bowel syndrome; NATPARA for the control of hypocalcemia in patients with hypoparathyroidism; ONCASPAR to treat acute lymphoblastic leukemia; ONYVIDE for metastatic adenocarcinoma of the pancreas; and XIIDRA for the treatment of dry eye disease. The company markets its products through wholesalers, distributors, and pharmacies. The company was founded in 1986 and is headquartered in Dublin, Ireland. Shire plc operates as a subsidiary of  Takeda Pharmaceutical Company Limited."
364086,"Andrx Corporation is a holding company. The company, through its subsidiaries, develops, manufactures, commercializes, and distributes generic pharmaceuticals, controlled-release oral pharmaceuticals, and oral contraceptives. It also provides pharmaceuticals research and development services. The company was founded in 1992 and is based in Davie, Florida. Andrx Corporation operates as a subsidiary of Allergan plc."
4512332,"Eu Yan Sang International Ltd, an investment holding company, manufactures, processes, distributes, retails, and sells traditional Chinese and other medicines under the Eu Yan Sang brand name. It operates through four segments: Traditional Chinese Medicine (TCM), Non-Traditional Chinese Medicine, Clinics, and Others. The company offers Chinese herbs and other medicinal products, which range from Chinese herbs and Chinese proprietary medicines to health foods and supplements. It is also involved in the property investment activities; development, manufacture, and distribution of spa products; and development of iGates, an advanced technology to decipher chemical components in traditional Chinese medicine. In addition, the company acts as a commission agent for various pharmaceutical products; and manufactures medical pills and capsules, as well as provides integrative medical, medical consultancy, advertising and publicity agency, and packing and sub-processing services. Further, it distributes honey products; owns, distributes, retails, and franchises healthy, beauty, and natural products; sells food, beverages, and packed food products; and manufactures and retails ready-to-drink bird�s nest products. Additionally, the company is involved in conducting charitable and other supporting activities; conducting and organizing of TCM courses; and provision of information technology and computer service activities. As of June 30, 2015, it had a distribution network of 252 company-operated retail outlets and 25 franchises in China, Hong Kong, Macau, Malaysia, Singapore and Australia; and 32 traditional Chinese medicine clinics in Singapore and Malaysia, and 1 integrative medical center; and 5 food and beverage outlets. The company also offers its products through drugstores, pharmacies, medical halls, supermarkets, convenience stores, hospitals, health clubs, and spas worldwide. Eu Yan Sang International Ltd was formerly known as Eu Yan Sang International Holdings Pte Ltd and changed its name to Eu Yan Sang International Ltd in July 2000. The company was founded in 1879 and is based in Singapore."
5424489,"CellSeed Inc. develops cell sheet regenerative medicines. It is involved in the research, development, and commercialization of cell-sheet regenerative medicine products, such as epithelial cell sheet for esophageal regeneration, regenerated cartilage sheet, and chondrocyte sheet for the treatment of knee osteoarthritis. The company also offers UpCell, a temperature-responsive cell cultureware for cell-sheet engineering; RepCell, a temperature-responsive cell cutureware for cell collection; and HydroCell, a low cell binding cultureware. In addition, it provides peripheral equipment, including ThermoPlate III, a heating element made by a transparent glass plate; and cellZscope, an automated cell monitoring system, as well as contract development and manufacturing services. The company was incorporated in 2001 and is headquartered in Tokyo, Japan."
560549330,"Green Thumb Industries Inc. manufactures, distributes, markets, and sells of cannabis products for medical and adult-use in the United States. It operates through two segments, Retail and Consumer Packaged Goods. The company offers cannabis flower; processed and packaged products, including pre-rolls, concentrates, vapes, capsules, tinctures, edibles, topicals, and other cannabis-related products under the &Shine, Beboe, Dogwalkers, Doctor Solomon�s, Good Green, incredibles, and RHYTHM brands. It distributes its products primarily to third-party retail customers and sells finished products directly to consumers in its own retail stores, as well as direct-to consumer delivery channel. Green Thumb Industries Inc. was founded in 2014 and is headquartered in Chicago, Illinois."
255770,"In May 1996, Biocraft Laboratories, Inc. became a wholly owned subsidiary of Teva Pharmaceutical Industries Limited, through a merger of Genco Merger Corporation, a wholly owned subsidiary of Teva, with and into the Biocraft. Previously, Biocraft Laboratories, Inc. was engaged in the manufacture and marketing of various dosages of generic drugs."
25715728,"CollPlant Biotechnologies Ltd., a regenerative and aesthetic medicine company, focuses on three-dimensional (3D) bioprinting of tissues and organs, and medical aesthetics in the United States, Canada, Israel, Europe, and internationally. Its products are based on recombinant type I human collagen that is produced with its proprietary plant based genetic engineering technology. The company�s products include BioInks for 3D printing of tissues and organs; dermal filler and soft tissue fillers for treating wrinkles; 3D Bioprinted breast implants for regeneration of breast tissue; VergenixSTR, a soft tissue repair matrix intended for the treatment of tendinopathy; and VergenixFG, an advanced wound care product for the treatment of deep surgical incisions and wounds, including diabetic ulcers, venous and pressure ulcers, burns, bedsores, and other chronic wounds; as well as develops injectable breast implants and 3D bioprinted regenerative soft tissue matrix for use in breast reconstruction procedures. It has collaboration agreements with Advanced Regenerative Manufacturing Institute; RegenMed Development Organization; International Society for Biofabrication; AbbVie; and STEMCELL Technologies. The company was formerly known as CollPlant Holdings Ltd. and changed its name to CollPlant Biotechnologies Ltd. in June 2019. The company was founded in 2004 and is headquartered in Rehovot, Israel."
36219009,"Abraxis BioScience, Inc. operates as a biotechnology company that discovers, develops, and delivers therapeutics and technologies for the treatment for cancer and other critical illnesses. It offers ABRAXANE, a chemotherapeutic compound that uses nab platform, a tumor targeting technology. Abraxis BioScience, Inc. was formerly known as New Abraxis, Inc. and changed its name to Abraxis BioScience, Inc. in November 2007. The company was incorporated in 2001 and is based in Los Angeles, California. Abraxis BioScience, Inc. operates as a subsidiary of Bristol-Myers Squibb Company."
263675832,"Synthorx, Inc., a biopharmaceutical company, focuses on the development of cytokine Synthorin programs for the treatment of cancer and autoimmune disorders in the United States. The company offers THOR-707, a variant of recombinant human IL-2 that is in the development in various solid tumor types as a single agent and in combination with an immune checkpoint inhibitor. It also develops IL-2 Synthorin for autoimmune indications; IL-10 Synthorin, a naturally occurring immune cell growth factor in humans for the treatment of immuno-oncology (IO); and IL-15 Synthorins, an immunoregulatory cytokine to treat IO. In addition, the company develops other Synthorin programs targeting undisclosed cytokines that play critical roles in the orchestration of anti-tumor responses by innate and adaptive immune cells. The company was formerly known as Alinos, Inc. and changed its name to Synthorx, Inc. in March 2014. Synthorx, Inc. was incorporated in 2014 and is headquartered in La Jolla, California. As of January 23, 2020, Synthorx, Inc. operates as a subsidiary of Sanofi."
243223852,"Audentes Therapeutics, Inc., a clinical stage biotechnology company, focuses on developing and commercializing gene therapy products for patients living with serious, life-threatening rare diseases caused by single gene defects. The company is developing AT132, which is in Phase I/II clinical studies for the treatment of X-linked myotubular myopathy (XLMTM); AT342 that is in Phase I/II clinical studies to treat crigler-najjar syndrome; AT845, which is in preclinical studies for the treatment of pompe disease; and AT307 to treat CASQ2 subtype of catecholaminergic polymorphic ventricular tachycardia. It is also developing vectorized antisense treatments for the treatment of duchenne muscular dystrophy and myotonic dystrophy type 1. The company has a collaborative development agreement with Genethon to research, develop, manufacture, and commercialize products for the treatment of XLMTM; and a license and collaboration agreement with the University of Pennsylvania to research, develop, sell, and import licensed products for the treatment of crigler-najjar. Audentes Therapeutics, Inc. was incorporated in 2012 and is headquartered in San Francisco, California. As of January 14, 2020, Audentes Therapeutics, Inc. operates as a subsidiary of Astellas US Holding, Inc."
36632718,"Faron Pharmaceuticals Oy operates as a clinical stage drug discovery and development company. The company�s lead product candidates are Traumakine, an investigational intravenous interferon beta-1a therapy for the prevention from cytokine release syndrome (CRS), or ischemia and hyperinflammatory conditions; and Bexmarilimab, a novel anti-Clever-1 humanized antibody that targets a subpopulation of tumor-associated macrophages and converts the highly immunosuppressive M2-like macrophages to a pro-inflammatory state to promote immune activation. The company is also developing bexmarilimab, which is in phase 2 clinical trial for indications of solid tumors; and in phase 1 clinical trial for indications of acute myeloid leukemia and myelodysplastic syndromes. In addition, it develops interferon beta-1a to prevent toxicities from CAR-T therapy in phase 2 clinical trial; and AOC3 inhibitor, which is in preclinical studies for indications of chemotherapy-induced neutropenia. Further, it develops Haematokine, an investigational AOC3 protein inhibitor that is used for regenerative medicines in hematological malignancies, as well as chemotherapy induced suppression of the bone marrow. Faron Pharmaceuticals Oy was founded in 2003 and is headquartered in Turku, Finland."
9069931,"Acrux Limited, together with its subsidiaries, engages in the development and commercialization of generic and topically applied pharmaceutical products in Australia, Europe, the United States, and internationally. The company provides estradiol transdermal sprays for women under the Evamist and Lenzetto brand names for the treatment of flushes associated with menopause; Dapsone 5% and Dapsone 7.5% which are gels for the treatment of acne vulgaris; and Prilocaine 2.5% and Lidocaine 2.5%, a topical anaesthetic cream. It is also involved in the development of Efinaconazole, a topical solution used to treat fungal infections of toenails; Nitroglycerin 0.4%, an ointment for the treatment of pain caused by chronic anal fissure; and Acyclovir 5%, a cream for the treatment of cold sores. The company was incorporated in 1998 and is based in West Melbourne, Australia."
3026237,"Viralytics Limited, a biotechnology company, focuses on the development and commercialization of oncolytic immunotherapies in Australia and internationally. The company�s lead investigational product is CAVATAK, a proprietary formulation of an oncolytic common cold virus that is in Phase Ib clinical trials for the treatment of melanoma, and lung and bladder cancer; Phase II clinical trials for the treatment of late stage melanoma; and in pre-clinical studies for the treatment of prostate and breast cancer, multiple myeloma, pancreatic cancer, malignant glioma, acute myeloid leukemia, and chronic lymphocytic leukemia. It is also developing EVATAK to treat ovarian, prostate, and gastric cancer. The company was formerly known as Psiron Ltd. and changed its name to Viralytics Limited in December 2006. Viralytics Limited is headquartered in Sydney, Australia. As of June 20, 2018, Viralytics Limited operates as a subsidiary of Merck & Co. Inc."
423490,"Dynavax Technologies Corporation, a commercial stage biopharmaceutical company, focuses on developing and commercializing vaccines in the United States. It markets HEPLISAV-B, a hepatitis B vaccine for prevention of infection caused by all known subtypes of hepatitis B virus in age 18 years and older in the United States and Europe. The company also manufactures and sells CpG 1018, the adjuvant used in HEPLISAV-B. Dynavax Technologies Corporation has a collaboration agreement with Valneva Scotland Limited; Zhejiang Clover Biopharmaceuticals, Inc.; Clover Biopharmaceuticals (Hong Kong) Co., Limited; Biological E. Limited; PT Bio Farma; Medigen Vaccine Biologics; and Serum Institute of India Pvt. Ltd. The company was formerly known as Double Helix Corporation and changed its name to Dynavax Technologies Corporation in September 1996. The company was incorporated in 1996 and is headquartered in Emeryville, California."
32933,"Pharmacyclics LLC focuses on developing and commercializing novel therapies for the treatment of cancer and immune-mediated diseases in the United States. The company markets IMBRUVICA, a first-in-class, oral, once-daily, single-agent therapy used for the treatment of patients with: chronic lymphocytic leukemia (CLL) who have received at least one prior therapy; all lines of CLL with deletion of the short arm of chromosome 17; mantle cell lymphoma who have received at least one prior therapy; and all lines of waldenstr�m's macroglobulinemia (WM). Its products candidate in clinical development includes IMBRUVICA BTK inhibitor, which is under phase I, II, III clinical trials for the treatment of CCL, small lymphocytic lymphoma, mantle cell lymphoma, diffuse large B-cell lymphoma, follicular lymphoma, multiple myeloma, WM, marginal zone lymphoma, graft versus host disease, acute lymphoblastic leukemia, acute myeloid leukemia, and solid tumors and others. The company�s product candidates also comprise BTK Inhibitor Program that is in pre-clinical testing, phase I for the treatment of autoimmune; Abexinostat HDAC Inhibitor, which is in phase I and II clinical trials for treating relapsed/refractory lymphomas and solid tumors; and Factor VIIa Inhibitor, which is in phase II complete/program under review for the treatment of cancer. Pharmacyclics LLC has collaboration and license agreement with Janssen Biotech, Inc. to develop and commercialize IMBRUVICA and certain compounds for oncology and other indications. The company was founded in 1991 and is headquartered in Sunnyvale, California. As of May 26, 2015, Pharmacyclics LLC operates as a subsidiary of AbbVie Inc."
35248832,"Moberg Pharma AB (publ), a pharmaceutical company, develops and commercializes medical products primarily in Sweden. It develops MOB-015, which has completed Phase III clinical trial for the treatment of nail fungus. The company was formerly known as Moberg Derma AB (publ) and changed its name to Moberg Pharma AB (publ) in May 2013. Moberg Pharma AB (publ) was incorporated in 2006 and is headquartered in Bromma, Sweden."
